Version,Platform,Released,VirusTotal
[`4.24.5` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.24.5),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.24.5/gha-utils-linux-x64.bin),2025-11-28,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/a9fe44005ab60a1e7b362ca433dc3982bca261f5a88e7cbc566d3b1efb2c2671)
[`4.24.5` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.24.5),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.24.5/gha-utils-macos-arm64.bin),2025-11-28,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/4554f6faa8c62a998a4e23f50a2aab3fbec679e2abd1e3a28a1c0e4d9043539d)
[`4.24.5` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.24.5),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.24.5/gha-utils-macos-x64.bin),2025-11-28,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/6aa70a0c320a1b0b9ef1a33e46db6c6e248460e24ffa0ff926f10dc65159c63c)
[`4.24.5` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.24.5),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.24.5/gha-utils-windows-arm64.exe),2025-11-28,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/798155320fb98de46b0e8368a5277212ca93ec45533a12f5072dfcd621dc4937)
[`4.24.5` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.24.5),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.24.5/gha-utils-windows-x64.exe),2025-11-28,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/74706310825cf0709c7969853cbb8ee3ed94fa9f39944ba9eafeb08b0128b80a)
[`4.24.4` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.24.4),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.24.4/gha-utils-linux-arm64.bin),2025-11-27,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/35b8653370075c0edd9efb38f37262008cca7cd04a3dd619fb074b9ed5c198f1)
[`4.24.4` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.24.4),[{octicon}`download` `linux-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.24.4/gha-utils-linux-x64.bin),2025-11-27,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/72761cd6befccb2b001a7e9fdc66d8be0caa8038a322d685296430201bb9c119)
[`4.24.4` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.24.4),[{octicon}`download` `macos-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.24.4/gha-utils-macos-arm64.bin),2025-11-27,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/878243e737c21fee0e3776ac1884ee5b1cb81f6fb01c9597bdbe8ba4b58641ae)
[`4.24.4` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.24.4),[{octicon}`download` `macos-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.24.4/gha-utils-macos-x64.bin),2025-11-27,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/c19860adc72db90377fb27da6bee99bd4a2280973af886c9431e0d209e8359b0)
[`4.24.4` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.24.4),[{octicon}`download` `windows-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.24.4/gha-utils-windows-arm64.exe),2025-11-27,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/ae69887800d3750a25cd5aa18bdf6c7f3f9289b198afa696fbee68a0ef7f01c0)
[`4.24.4` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.24.4),[{octicon}`download` `windows-x64`](https://github.com/kdeldycke/repomatic/releases/download/v4.24.4/gha-utils-windows-x64.exe),2025-11-27,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/c42d900ae0e7aeae3ceab38ecece73597f6e47d8827d8421bd447fe81529444f)
[`4.24.3` {octicon}`link-external`](https://github.com/kdeldycke/repomatic/releases/tag/v4.24.3),[{octicon}`download` `linux-arm64`](https://github.com/kdeldycke/repomatic/releases/download/v4.24.3/gha-utils-linux-arm64.bin),2025-11-24,[{octicon}`shield` analysis](https://www.virustotal.com/gui/file/0845337365687b9327c3a078ec02c2541098c6e4471b1789ea7e4480c8734c72)
